description,slug,latitude,longitude,isGroundhog,name,city,type,source,region,active,id,shortname,image,currentPrediction,predictionsCount,country
"Boise Bill is a plush prairie dog from Boise, Idaho. For many years, Bill was a staple in predicting the weather in Boise, however, he is still on a several-year sabbatical. Here is his statement: “Honestly, it’s a lot of stress having the whole world depend on you to predict the weather and I needed to take a break. I’ve really been enjoying my time out of the spotlight and have been focusing on Zoo Boise’s Conservation Fund. I have a beautiful corner office in my burrow and spend most of my day helping zoo staff come up with innovative ways to raise money to help protects animals all over the world.”",boise-bill,43.6078333,-116.2049143,false,Boise Bill,Boise,Plush prairie dog,https://zooboise.org,Idaho,true,44,Bill,https://groundhog-day.com/images/ghogs/boise-bill.jpeg,https://www.facebook.com/zooboise/posts/pfbid02mzzjCbDZn9jBgZESpB9NxowgVcJcupCfNCHPjC1zEoNZdFKPEm5yhsRst9wevJ4zl,10,USA
"Miss Patty Pagoda, a groundhog mascot with a glamourous hair bow, is the official prognosticator for Reading, Pennsylvania. Patty lives in her burrow on Mount Penn next to the picturesque Reading Pagoda and is passionate about predicting the weather and preventing litter. Patty has been prognosticating at the Pagoda since 2006, braving the seasonal cold and fog to deliver critical far-sighted forecasts.",patty-pagoda,40.33607,-75.9078327,false,Patty Pagoda,Reading,Person in a groundhog suit,https://www.facebook.com/thereadingpagoda,Pennsylvania,true,45,Patty,https://groundhog-day.com/images/ghogs/patty-pagoda.jpeg,https://berksweekly.com/news/readings-patty-pagoda-predicts-early-spring-on-groundhog-day/,11,USA
"Polk County Paula is Des Moines’ resident groundhog who regales fans with her annual prediction at the High Life Lounge’s Annual Groundhog Day Celebration. Every year on February 2nd groundhog enthusiasts line up before 5am to be first in line for FREE Miller High Life breakfast beer given out from 6-8 am. Paula’s annual prediction happens at sunrise, closely followed by regional meteorologists. Paula makes a grand entrance from her beer-case burrow, where she hibernates throughout the colder winter months!",polk-county-paula,41.5830468,-93.6206605,false,Polk County Paula,Des Moines,Person in a groundhog suit,https://www.facebook.com/HighLifeLounge,Iowa,true,46,Paula,https://groundhog-day.com/images/ghogs/polk-county-paula.jpeg,https://www.weareiowa.com/article/life/holidays/groundhog-day-2024-punxsutawney-phil-polk-county-paula-prediction-early-spring-winter-weather/524-2dc776f5-0c4e-43f3-b3d8-a17158709314,11,USA
"Chesapeake Chuck is Virginia Living Museum’s furry prognosticator of prognosticators, hailing from Newport News, VA. Not just limited to weather predictions, Chuck is also able to foresee the winner of the Super Bowl. In order to stay in tip-top shape, Chuck dines on “restaurant quality” carrots and sweet potatoes.",chesapeake-chuck,37.0699814,-76.4818192,true,Chesapeake Chuck,Newport News,Groundhog,https://www.facebook.com/VirginiaLivingMuseum,Virginia,true,47,Chuck,https://groundhog-day.com/images/ghogs/chesapeake-chuck.jpeg,https://www.facebook.com/reel/724666349766308,10,USA
"Scramble the Duck is a prognosticating Pekin duck from Eastford, Connecticut who makes an official prediction on “Duck Day” every February 2nd. Billed as “an accurate alternative to the groundhog,” Scramble has an impressive perfect record of weather prognostications. According to his website, “Scramble can predict the weather because he has the most superior education,” in addition to the innate fact that ducks “live above ground, [so] they know more about the weather.”",scramble-the-duck,41.901251,-72.0815198,false,Scramble the Duck,Eastford,Pekin duck,https://scrambletheduck.org,Connecticut,true,48,Scramble,https://groundhog-day.com/images/ghogs/scramble-the-duck.jpeg,https://scrambletheduck.org/news/2024/02/02/scramble-predicts-early-spring/,10,USA
"Snerd is a groundhog prognosticator who gives an annual prediction from White Deer Park, in Garner, North Carolina. North Carolina’s roster of Groundhog Day prognosticators has dwindled down to just Snerd — Garner’s official prognosticator since 2015 — and Pisgah Penny. According to Snerd’s translator from wildlife rehabilitation organization CLAWS, Snerd spends weeks conferring with Mother Nature, the Farmer’s Almanac, and the Weather Channel to get precise information before making her yearly prediction.",snerd,35.6800912,-78.6279155,true,Snerd,Garner,Groundhog,https://www.facebook.com/GarnerParksRecreationAndCulturalResources,North Carolina,true,49,Snerd,https://groundhog-day.com/images/ghogs/snerd.jpeg,https://www.facebook.com/GarnerParksRecreationAndCulturalResources/posts/pfbid0gwkkoFBMknU3TCDXyPdGdY7U6ah8aQL1h2hw2hTnB2AGWuiexnk2ibRFYLHBQYpKl,10,USA
"Snowy the Prairie Dog makes an annual weather prediction from Pend Oreille Country, Washington. Snowy and Flurries are a tag-team of prognosticating prairie dogs with their very own website and an impressive accuracy rating. Bob Lutz, traffic broadcaster for 920 News Now, maintains their list of historical predictions as well as an “Accuracy Score” for each year: a level of accountability that few other prognosticators can meet.",snowy-the-prairie-dog,48.5224835,-117.8912722,false,Snowy the Prairie Dog,Pend Oreille County,Prairie dog,http://www.climatehawk.org/groundhog.html,Washington,false,50,Snowy,https://groundhog-day.com/images/ghogs/snowy-the-prairie-dog.jpeg,http://www.climatehawk.org/groundhog.html,9,USA
"Tinicum Tim is a groundhog puppet who (usually) makes an annual weather prediction for the John Heinz National Wildlife Refuge in Philadelphia, Pennsylvania. Tim is the star of the shadow ceremony, but he couldn’t do it without the support of his wife, Tinicum Tina, and their children, the Tinicum twins. Other activities at the wildlife refuge during the Groundhog Day Festival include songs, crafts, and light snacks and refreshments.",tinicum-tim,39.8921524,-75.2572137,false,Tinicum Tim,Philadelphia,Groundhog puppet,https://www.facebook.com/johnheinznwr,Pennsylvania,true,51,Tim,https://groundhog-day.com/images/ghogs/tinicum-tim.jpeg,https://www.facebook.com/johnheinznwr/posts/pfbid02efHJYx9UNUFn2K5x9EKexNFVSZMHqpzBwfNQVby5Tipn5grWK7HqVXnGzSpi7ieVl,10,USA
"Wildwood Willie is a taxidermied groundhog who hosts a “Groundhogs Day” event every year at Ohio’s Wildwood Preserve Metropark. In addition to impressing attendees with his weather-predicting powers and his cute outfits, Willie’s prediction is preceded by gleeful groundhog stories, songs, crafts, games, and a nature walk through a typical groundhog habitat. Celebrate the lore and legend of Groundhogs Day with Wildwood Willie!",wildwood-willie,41.6818106,-83.6675126,false,Wildwood Willie,Toledo,Taxidermied groundhog,https://www.facebook.com/MetroparksToledo,Ohio,true,52,Willie,https://groundhog-day.com/images/ghogs/wildwood-willie.jpeg,https://www.facebook.com/MetroparksToledo/posts/pfbid02mt6w3RCGWTXipQzNFFUt3Txsm41Hh6MGfAHQL6SM19bHP5Fc1TMDR7VUSuJ5vSMXl,10,USA
"Benny the Bass is a foreseeing fish whose annual weather prediction kicks off Winterfest in Buckeye Lake, Ohio. Unlike the traditional ‘shadow’ method preferred by landgoing prognosticators, Benny’s prediction is based on his breakfast. “I pour a bunch of minnows into this big tank with a live bass,” says Mike Fornataro, Chair of Winterfest, “Then people chant, Take the bait, spring can’t wait.’ The bass has three minutes to eat a minnow. If he does, it’s an early spring. If he doesn’t, it’s six more weeks of winter.”",benny-the-bass,39.9335365,-82.501816,false,Benny the Bass,Buckeye Lake,Largemouth bass,https://www.facebook.com/BuckeyeLakeWinterfest,Ohio,true,53,Benny,https://groundhog-day.com/images/ghogs/benny-the-bass.jpeg,https://myfox28columbus.com/news/local/benny-the-bass-predicts-early-spring-at-buckeye-lake-winterfest-central-ohio-events-family-activities-grounshog-day-winter-january,9,USA
"Harleysville Hank is a plush groundhog who makes an annual prediction at the Mennonite Heritage Center in Harleysville, Pennsylvania. While it is hard to believe there could be anyone who doesn’t know about Harleysville Hank, his Facebook page says he enjoys tunnelling, and speaks Pennsylvania Dutch. Under awards, Hank has listed “Best Groundhog. Ever.” Hank’s Groundhog Day festivities include free coffee, hot chocolate, and kettle-cooked scrapple. In 2023, Hank became engaged to Harleysville Hannah.",harleysville-hank,40.290503,-75.3823447,false,Harleysville Hank,Harleysville,Plush groundhog,https://www.facebook.com/harleysvillehank/,Pennsylvania,true,54,Hank,https://groundhog-day.com/images/ghogs/harleysville-hank.jpeg,https://www.facebook.com/harleysvillehank/posts/pfbid0Mpj7rPV81AFZDxysYy81GmYbGnkMFyZMTncM4bobyd1y477LuAHmQ7PgLYt1oVU7l,9,USA
"Oil Springs Ollie was a famous prognosticating groundhog from Oil Springs, Ontario. Ollie came from humble roots, arriving at the Heaven’s Wildlife Rescue as a baby and turning his inspirational story into his career as an educator. Ollie made his first public prediction in 2014, which launched his career as an animal educator and advocate. Ollie was remembered for being laid-back and easygoing, and worked with an understudy, Harvey, in his later years. Ollie retired in 2021.",oil-springs-ollie,42.7669782,-82.1832562,true,Oil Springs Ollie,Oil Springs,Groundhog,https://www.facebook.com/profile.php?id=100068618865920,Ontario,false,55,Ollie,https://groundhog-day.com/images/ghogs/oil-springs-ollie.jpeg,,8,Canada
"Potomac Phil is a taxidermied groundhog who makes his weather proclamation in front of D.C.’s Dupont Circle fountain. He is “Washington’s most famous marmot” — a “humble, unflinching prognosticator,” who delights in corn cobs. While other groundhog prognosticators are fluent in Groundhogese, Phil prefers “non-verbal communication”.",potomac-phil,38.9097387,-77.043891,false,Potomac Phil,Washington DC,Taxidermied groundhog,https://twitter.com/potomacphil,District of Columbia,true,56,Phil,https://groundhog-day.com/images/ghogs/potomac-phil.jpeg,https://twitter.com/PotomacPhil/status/1753412639210783036,7,USA
"Smith Lake Jake, weather prophet extraordinaire, is Alabama’s true weather forecasting groundhog. According to legend, if Smith Lake Jake sees his shadow, he’ll return to his den and winter will continue for another six weeks. If he doesn’t see his shadow, spring will arrive early. Jake is a house groundhog who likes cereal, spaghetti, Keebler Pecan Sandies, and — of course — Groundhog Day! Jake is famous for his impressive hat collection.",smith-lake-jake,34.7159524,-86.5418817,true,Smith Lake Jake,Smith Lake,Groundhog,https://www.facebook.com/smithlakejake.zgroundhog,Alabama,false,57,Jake,https://groundhog-day.com/images/ghogs/smith-lake-jake.jpeg,https://twitter.com/unitedwayalc/status/1753426459308200318,8,USA
"Van Island Violet is a prognosticating marmot from Vancouver Island whose predictions are meticulously interpreted by the Marmot Recovery Foundation in Nanaimo, British Columbia. There are four species of marmots in Canada, but only the Vancouver Island Marmot (Marmota vancouverensis) is considered at risk. Adam Taylor, executive director of the nonprofit, believes that “a Vancouver Island marmot would be a better weather prognosticator for Vancouver Island than some Eastern marmot that has never been west of the Rockies.”",van-island-violet,49.159641,-124.0503748,false,Van Island Violet,Nanaimo,Vancouver Island marmot,https://www.facebook.com/MarmotRecovery/,British Columbia,true,58,Violet,https://groundhog-day.com/images/ghogs/van-island-violet.jpeg,https://www.facebook.com/MarmotRecovery/videos/1476106099637449/,8,Canada
"Chuck Wood is an animatronic groundhog seer who makes a yearly Winter Prediction at the Groundhog Fever Festival in Quincy California. In addition to his predictive powers, Chuck is a pillar of the community, helping out in kitchens, construction sites, chemistry classes, and always filing his taxes on time. Chuck’s other passion, eating chili, inspired the chili cook-off: a fitting activity for a chilly February fest.",chuck-wood,39.9362979,-120.9523743,false,Chuck Wood,Quincy,Animatronic groundhog,https://www.facebook.com/GroundhogFeverFest/,California,true,59,Chuck,https://groundhog-day.com/images/ghogs/chuck-wood.jpeg,https://twitter.com/FRCPrez/status/1622037676353519617,6,USA
"Concord Casimir is an orange cat who makes an annual prediction at Ellison Creek Knob in Concord, Ohio. Casimir — aka, The Polish Prince of Felines — was found abandoned as a kitten on the footsteps of Cleveland’s St. Casimir Polish Church in 2012. Master of Ceremonies John Niedzialek interprets Casimir’s forecast based on the way he eats his yearly pierogis. If he eats them sloppily, Cleveland is in for a long, messy spring; if Casimir eats them normally, then it’s winter as usual; and if he swallows the pierogis in one gulp, the region can look forward to a warm coming summer. Since Casimir’s predictions are a little unconventional, we try our best to fit them into the “spring/winter” dichotomy we prefer on GROUNDHOG-DAY.com.",concord-casimir,41.6904499,-81.2526303,false,Concord Casimir,Concord,Cat,https://www.facebook.com/CasimirCleveland,Ohio,true,60,Casimir,https://groundhog-day.com/images/ghogs/concord-casimir.jpeg,https://www.facebook.com/CasimirCleveland/posts/pfbid0LqHLVnVfgTzCxwY99uezpRBHoyrSUc4TsJvo5WqniTMepfvd9sB3i7Vkefwfie9kl,7,USA
"Cluxatawney Henrietta is an Ameraucana chicken who makes a Groundhog Day prediction from Muscoot Farm in Katonah, New York. Farm curator Jonathon Benjamin says, “We don’t have a groundhog on the farm, so we use the next best thing – Henrietta, our weather predicting chicken.” Unlike the conventional ‘shadow’ method used by most Groundhog Day forecasters, Henrietta’s prediction is based on the “scientifically sound and proven methodology” of whether she lays an egg on the morning of February 2nd.",cluxatawney-henrietta,41.2634599,-73.7307821,false,Cluxatawney Henrietta,Katonah,Ameraucana chicken,https://www.facebook.com/muscootfarm/,New York,true,61,Henrietta,https://groundhog-day.com/images/ghogs/cluxatawney-henrietta.jpeg,https://www.lohud.com/story/news/local/westchester/2024/02/02/muscoot-farm-katonah-ny-cluxatawney-henrietta-predicts-an-early-spring-on-groundhog-day/72438829007/,6,USA
"Gordy the Groundhog is the resident prognosticator at the Milwaukee County Zoo in Wisconsin. He was born in Indiana but moved to Milwaukee for his new job, where he makes friends quickly on account of his goofy and friendly personality. Gordy is a connoisseur of broccoli and taking naps.",gordy-the-groundhog,43.0315284,-88.0424457,true,Gordy the Groundhog,Milwaukee,Groundhog,https://www.facebook.com/MilwaukeeCountyZoo,Wisconsin,false,62,Gordy,https://groundhog-day.com/images/ghogs/gordy-the-groundhog.jpeg,https://www.jsonline.com/story/life/wisconsin-family/2023/02/02/milwaukee-county-zoo-gordy-the-groundhog-predicts-six-weeks-of-winter/69833757007/,5,USA
"Lucy the Lobster makes Groundhog Day predictions on February 2nd to kick off the Lobster Crawl festival in Barrington, Nova Scotia. The Municipality of Barrington says Lucy is the only prognosticating crustacean to make a prediction in Canada. Bill Murray was reported as being bemused by the idea of a lobster forecaster.",lucy-the-lobster,43.5128603,-65.611397,false,Lucy the Lobster,Barrington,Atlantic lobster,https://twitter.com/lucylobsterns,Nova Scotia,true,63,Lucy,https://groundhog-day.com/images/ghogs/lucy-the-lobster.jpeg,https://twitter.com/NateTWN/status/1753389360357978209,6,Canada
"Mount Gretna Grady is a plush groundhog who makes an annual Groundhog Day prediction in Mount Gretna, Pennsylvania. Grady — similar to Snoopy in his biplane doghouse — sports a scarf, aviator cap and goggles. When Grady emerges from his winter nap, his ceremony includes stretching and dancing before he looks for his shadow to predict the upcoming weather. Grady is passionate about fire safety, helping raise money for the Mount Gretna Volunteer Fire Company every year.",mount-gretna-grady,40.2467673,-76.4677586,false,Mount Gretna Grady,Mount Gretna,Plush groundhog,https://www.facebook.com/MtGretnaFireCompany/,Pennsylvania,true,64,Grady,https://groundhog-day.com/images/ghogs/mount-gretna-grady.jpeg,https://www.facebook.com/kristin.hubbard.9/videos/1102555457857605,6,USA
"Poppy the Groundhog is 3 years old (in 2022) is internationally known and Emmy nominated. Poppy is an educational ambassador with Acorn Acres Wildlife Rehabilitation in Millersville, PA. She starred in the 2020 Super Bowl commercial with Jeep and Bill Murray. Since her debut she has become quite the educator and does numerous educational appearance every month. Annually she holds her Groundhog Day Scavenger Hunt in downtown Lancaster, PA that runs for a solid week! She has her own line of merch available at Ville & Rue.",poppy-the-groundhog,40.1213254,-76.6644525,true,Poppy the Groundhog,Millersville,Groundhog,https://www.facebook.com/PoppytheGroundhog/,Pennsylvania,true,65,Poppy,https://groundhog-day.com/images/ghogs/poppy-the-groundhog.jpeg,https://lancasteronline.com/poppy-and-her-new-brother-elliott-make-their-groundhog-day-predictions-at-hempfield-apothetique-photos/collection_091e4d9a-a318-11ed-8006-f3d5ec43e9ac.html,4,USA
"Stumptown Fil — aka, Filbert — is a North American beaver who is the principal prognosticator and unofficial branch manager for the Oregon Zoo in Portland. Filbert was born at the zoo in 2011 and has quickly gained popularity since. “Groundhogs like Punxsutawney Phil are fine for their part of the country,” said Christina Parr, a keeper in the zoo’s North America section. “Here in the Northwest, though, we are beaver believers.”",stumptown-fil,45.5100569,-122.7158264,false,Stumptown Fil,Portland,Beaver,https://www.facebook.com/oregonzoo,Oregon,true,66,Filbert,https://groundhog-day.com/images/ghogs/stumptown-fil.jpeg,https://www.facebook.com/oregonzoo/videos/348606358086815/,5,USA
"Yonah the Groundhog, the “world’s most famous meteorologist,” makes an annual weather prediction from his home in North Georgia Wildlife Park in Cleveland, Georgia. During his months-long training for his once-a-year prediction, Yonah spends most of his time napping, dreaming of shadows and his favourite snacks: corn and bananas. Not one to (ground)hog the spotlight, Yonah is happy to share the stage with the zoo’s honey badger, Barnabus, who predicts the result of the year’s Superbowl.",yonah-the-groundhog,34.6229744,-83.8676887,true,Yonah the Groundhog,Cleveland,Groundhog,https://www.facebook.com/nogawild/,Georgia,true,67,Yonah,https://groundhog-day.com/images/ghogs/yonah-the-groundhog.jpeg,https://www.facebook.com/nogawild/videos/849765110495625,5,USA
"Hope the Groundhog is the official prognosticator for the town of Hope, Indiana. Every year on February 2nd, local notables gather around a bandstand in the Town Square as Hope makes her annual prediction of either an early thaw or six more weeks of “Brrr!”, set to a soundtrack of polka music. Hope, the superstar groundhog, also makes herself available to her adoring fans to snag selfies with after her prediction. Hope has been making predictions since 2021, when she took over for the now-retired Grubby the Groundhog.",hope-the-groundhog,39.303483,-85.7731068,true,Hope the Groundhog,Hope,Groundhog,https://www.facebook.com/profile.php?id=100064771026348,Indiana,true,68,Hope,https://groundhog-day.com/images/ghogs/hope-the-groundhog.jpeg,https://www.indystar.com/story/news/2024/02/02/groundhog-day-hope-indiana-punxatawney-phil-agree-weather-forecast/72448398007/,4,USA
"MT Parker is a plush groundhog prognosticator who makes a yearly Groundhog Day prediction from Stauffer Mansion in Lancaster, Pennsylvania. Parker is a small but determined orator, emerging from his cozy tree-trunk house into the February cold and proclaiming his predictions from the balcony to throngs of dedicated fans. Parker is also notably a foodie, making sure there is always enough s’mores, coffee, and hot chocolate to go around. Parker has been making predictions for Lancaster since 2021.",mt-parker,40.0588008,-76.3072977,false,MT Parker,Lancaster,Plush groundhog,https://www.facebook.com/ManheimTownshipRecreationDepartment,Pennsylvania,true,69,Parker,https://groundhog-day.com/images/ghogs/mt-parker.jpeg,https://www.facebook.com/ManheimTwpPD/posts/797467269093599?ref=embed_post,4,USA
"Heaven’s Wildlife Harvey is a somewhat rotund groundhog who is the official forecaster for the Heaven’s Wildlife Rescue Centre near Oil Springs, Ontario. Harvey succeeds Oil Springs Ollie, who began making predictions in 2014. “Harvey is doing great in his new role,” says Peggy Jenkins, founder of Heaven’s Wildlife Rescue. “Ollie taught him well.” However, Harvey can be a little more rambunctious: while Ollie was laid back and easy-going, Harvey is “kind of a little brat.”",heavens-wildlife-harvey,42.7669782,-82.1832562,true,Heaven’s Wildlife Harvey,Oil Springs,Groundhog,https://www.facebook.com/profile.php?id=100068618865920,Ontario,true,70,Harvey,https://groundhog-day.com/images/ghogs/heavens-wildlife-harvey.jpeg,https://www.theobserver.ca/news/local-news/earlier-spring-on-the-way-predicts-heavens-wildlife-harvey,3,Canada
"Lady Edwina of Essex is a gentlewoman groundhogess who makes an annual Groundhog Day forecast from the Turtle Back Zoo in New Jersey. Lady Edwina is a relatively junior prognosticator but she continues a proud prognosticating dynasty — taking over from Essex Ed, who retired from forecasting in 2021. Lady Edwina consults “models and maps”, not just shadows, to make 2 yearly predictions: one for the upcoming weather, and another for the results of the Super Bowl.",lady-edwina-of-essex,40.7674513,-74.2839038,true,Lady Edwina of Essex,West Orange,Groundhog,https://www.facebook.com/TurtleBackZoo/,New Jersey,true,71,Lady Edwina,https://groundhog-day.com/images/ghogs/lady-edwina-of-essex.jpeg,https://www.facebook.com/TurtleBackZoo/posts/pfbid02M71Q9kH3vzzDtSB8HWzr4JtMAi7DDpEDaNBVDce6PfNYxZLTtzyrWuSxzaRTWLSul,3,USA
"Okanagan Okie — a plush yellow-bellied marmot at the Allan Brooks Nature Centre in Vernon, British Columbia — is new to the weather prediction scene. Being a stuffed animal is awesome because he doesn’t need to eat and he won’t ever sleep in! Okanagan Okie began weather prognostications in February 2022 and thus far isn’t quite batting 100. Okie is training hard to make sure the next prediction hits the bullseye. Okie hopes to meet his cousin, Manitoba Merv, one day.",okanagan-okie,50.2400127,-119.2915259,false,Okanagan Okie,Vernon,Plush yellow-bellied marmot,https://www.facebook.com/AllanBrooksNatureCentre/,British Columbia,true,72,Okie,https://groundhog-day.com/images/ghogs/okanagan-okie.jpeg,https://www.facebook.com/AllanBrooksNatureCentre/videos/968213791362812/,3,Canada
"Pisgah Penny is a white Tree Squirrel who makes an annual prediction for “White Squirrel Day” in Brevard, North Carolina. White Squirrel Day is similar in many respects to Groundhog Day, the primary difference being the substitution of a groudhog for a squirrel. Penny’s predictions are based on what side of her display cage she moves to, one side signifying early spring and the other six more weeks winter. Brevard Mayor Maureen Copelof says “Pisgah Penny has established herself as a beloved and valued member of this community who openly asserts her love for Brevard,” while “Punxsutawney Phil has established himself as, let’s be honest, an ill tempered, unreliable predictor.”",pisgah-penny,35.243478,-82.7769959,false,Pisgah Penny,Brevard,Tree squirrel,https://www.facebook.com/whitesquirrelinstitute,North Carolina,true,73,Penny,https://groundhog-day.com/images/ghogs/pisgah-penny.jpeg,https://www.facebook.com/whitesquirrelinstitute/posts/pfbid02hPREHeeEVQ3oqguYA5NnFU77FynXyJy4b26K8e66c8uZttQJTegzgn9UwVZ8uRBnl,3,USA
"Queen City Charlie is a prognosticating person in a groundhog suit who makes an annual prediction for the city of Cumberland, Maryland. Charlie (pictured, right) is a political animal whose predictive press releases are made at City Hall Plaza by the mayor, who Charlie is frequently pictured next to. Charlie is a person-sized replacement for Mountain Maryland Murray, the city’s former furry prognosticator who retired in 2021.",queen-city-charlie,39.6528658,-78.7646866,false,Queen City Charlie,Cumberland,Person in a groundhog suit,https://www.facebook.com/cityofcumberlandmd,Maryland,true,74,Charlie,https://groundhog-day.com/images/ghogs/queen-city-charlie.jpeg,https://www.facebook.com/historicdowntowncumberland/videos/1332591510764739/,3,USA
"Unadilla Billie is a taxidermied lady groundhog who makes an annual Groundhog Day prediction for the town of Unadilla, Nebraska. Billie is a novice groundhog, the successor to longtime prognosticator Unadilla Bill, who predicted the arrival of spring  from 1988 to the pandemic year of 2021. Billie is relishing her new role, writing poetic predictions and taking selfies with fans. Billie is a master of camouflage, able to blend in with her surroundings and remain perfectly still in just about any urban setting.",unadilla-billie,40.6834005,-96.2751068,false,Unadilla Billie,Unadilla,Taxidermied groundhog,https://www.facebook.com/profile.php?id=100064741024244,Nebraska,true,75,Billie,https://groundhog-day.com/images/ghogs/unadilla-billie.jpeg,https://www.facebook.com/permalink.php?story_fbid=pfbid0BMQge7mKVxoYC4aQuNVg7hdKA6nNLC9gqrLCwfWGFnWzzwcwc9veAYs1E5SK76jPl&id=100064741024244,3,USA
