height-in-inches,team-code,weight-in-pounds,birth-country,height-in-centimeters,last-name,id,position-code,birth-city,headshot,first-name,season-id,birth-state-province,birth-date,weight-in-kilograms,sweater-number,shoots-catches,birth-year,birth-month
73,TBL,195,RUS,185,Volkov,8480186,R,Moscow,https://assets.nhle.com/mugs/nhl/20192020/TBL/8480186.png,Alexander,20192020,,1997-08-02,88,92,L,1997,AUGUST
73,TBL,210,CAN,185,McElhinney,8470147,G,London,https://assets.nhle.com/mugs/nhl/20192020/TBL/8470147.png,Curtis,20192020,Ontario,1983-05-23,95,35,L,1983,MAY
72,TBL,200,SWE,183,Borgman,8480158,D,Stockholm,https://assets.nhle.com/mugs/nhl/20202021/TBL/8480158.png,Andreas,20202021,,1995-06-18,91,5,L,1995,JUNE
77,TBL,224,USA,196,Foote,8479984,D,Denver,https://assets.nhle.com/mugs/nhl/20202021/TBL/8479984.png,Cal,20202021,Colorado,1998-12-13,102,52,R,1998,DECEMBER
73,TBL,235,CAN,185,Savard,8475233,D,St-Hyacinthe,https://assets.nhle.com/mugs/nhl/20202021/TBL/8475233.png,David,20202021,Quebec,1990-10-22,107,58,R,1990,OCTOBER
73,TBL,187,CAN,185,Thomas,8478049,D,Calgary,https://assets.nhle.com/mugs/nhl/20202021/TBL/8478049.png,Ben,20202021,Alberta,1996-05-28,85,56,R,1996,MAY
70,TBL,180,CAN,178,Barré-Boulet,8479718,C,Montmagny,https://assets.nhle.com/mugs/nhl/20202021/TBL/8479718.png,Alex,20202021,Quebec,1997-05-21,82,12,L,1997,MAY
72,TBL,194,USA,183,Colton,8479525,C,Robbinsville,https://assets.nhle.com/mugs/nhl/20202021/TBL/8479525.png,Ross,20202021,New Jersey,1996-09-11,88,79,L,1996,SEPTEMBER
73,TBL,175,CAN,185,Walcott,8478069,L,Ile Perrot,https://assets.nhle.com/mugs/nhl/20202021/TBL/8478069.png,Daniel,20202021,Quebec,1994-02-19,79,85,L,1994,FEBRUARY
74,TBL,217,FIN,188,Gibson,8476444,G,Karkkila,https://assets.nhle.com/mugs/nhl/20202021/TBL/8476444.png,Christopher,20202021,,1992-12-27,98,33,L,1992,DECEMBER
75,TBL,218,BEL,191,Day,8479413,D,Leuven,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479413.png,Sean,20212022,,1998-01-09,99,74,L,1998,JANUARY
73,TBL,200,CAN,185,Raddysh,8478178,D,Toronto,https://assets.nhle.com/mugs/nhl/20212022/TBL/8478178.png,Darren,20212022,Ontario,1996-02-28,91,43,R,1996,FEBRUARY
71,TBL,198,FRA,180,Bellemare,8477930,L,Le Blanc-Mesnil,https://assets.nhle.com/mugs/nhl/20212022/TBL/8477930.png,Pierre-Edouard,20212022,,1985-03-06,90,41,L,1985,MARCH
73,TBL,215,CAN,185,Elie,8477461,L,Cornwall,https://assets.nhle.com/mugs/nhl/20212022/TBL/8477461.png,Remi,20212022,Ontario,1995-04-16,98,,L,1995,APRIL
70,TBL,177,CAN,178,Fortier,8480863,L,Lachine,https://assets.nhle.com/mugs/nhl/20212022/TBL/8480863.png,Gabriel,20212022,Quebec,2000-02-06,80,82,L,2000,FEBRUARY
74,TBL,179,CAN,188,Hagel,8479542,L,Saskatoon,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479542.png,Brandon,20212022,Saskatchewan,1998-08-27,81,38,L,1998,AUGUST
74,TBL,206,CAN,188,Katchouk,8479383,L,Vancouver,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479383.png,Boris,20212022,British Columbia,1998-06-18,93,13,L,1998,JUNE
74,TBL,188,CAN,188,Nash,8474062,C,Consort,https://assets.nhle.com/mugs/nhl/20212022/TBL/8474062.png,Riley,20212022,Alberta,1989-05-09,85,16,R,1989,MAY
75,TBL,223,CAN,191,Paul,8477426,L,Mississauga,https://assets.nhle.com/mugs/nhl/20212022/TBL/8477426.png,Nicholas,20212022,Ontario,1995-03-20,101,20,L,1995,MARCH
75,TBL,208,CAN,191,Perry,8470621,R,Peterborough,https://assets.nhle.com/mugs/nhl/20212022/TBL/8470621.png,Corey,20212022,Ontario,1985-05-16,94,10,R,1985,MAY
75,TBL,198,CAN,191,Raddysh,8479390,R,Caledon,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479390.png,Taylor,20212022,Ontario,1998-02-18,90,16,R,1998,FEBRUARY
74,TBL,177,SWE,188,Alnefelt,8481597,G,Danderyd,https://assets.nhle.com/mugs/nhl/20212022/TBL/8481597.png,Hugo,20212022,,2001-06-04,80,60,L,2001,JUNE
74,TBL,221,CAN,188,Elliott,8470880,G,Newmarket,https://assets.nhle.com/mugs/nhl/20212022/TBL/8470880.png,Brian,20212022,Ontario,1985-04-09,100,1,L,1985,APRIL
74,TBL,190,CAN,188,Lagace,8476509,G,Saint-Augustin,https://assets.nhle.com/mugs/nhl/20212022/TBL/8476509.png,Maxime,20212022,Quebec,1993-01-12,86,33,L,1993,JANUARY
73,TBL,225,USA,185,Cole,8474013,D,Ann Arbor,https://assets.nhle.com/mugs/nhl/20222023/TBL/8474013.png,Ian,20222023,Michigan,1989-02-21,102,28,L,1989,FEBRUARY
76,TBL,208,CAN,193,Fleury,8477938,D,Carlyle,https://assets.nhle.com/mugs/nhl/20222023/TBL/8477938.png,Haydn,20222023,Saskatchewan,1996-07-08,94,7,L,1996,JULY
78,TBL,219,CAN,198,Myers,8479026,D,Moncton,https://assets.nhle.com/mugs/nhl/20222023/TBL/8479026.png,Philippe,20222023,New Brunswick,1997-01-25,99,5,R,1997,JANUARY
74,TBL,191,USA,188,Perbix,8480246,D,Elk River,https://assets.nhle.com/mugs/nhl/20222023/TBL/8480246.png,Nick,20222023,Minnesota,1998-06-15,87,48,R,1998,JUNE
71,TBL,182,LVA,180,Balcers,8478870,L,Liepaja,https://assets.nhle.com/mugs/nhl/20222023/TBL/8478870.png,Rudolfs,20222023,,1997-04-08,83,22,L,1997,APRIL
72,TBL,180,USA,183,Eyssimont,8479591,C,Littleton,https://assets.nhle.com/mugs/nhl/20222023/TBL/8479591.png,Michael,20222023,Colorado,1996-09-09,82,23,L,1996,SEPTEMBER
74,TBL,208,CAN,188,Jeannot,8479661,L,Estevan,https://assets.nhle.com/mugs/nhl/20222023/TBL/8479661.png,Tanner,20222023,Saskatchewan,1997-05-29,94,84,L,1997,MAY
73,TBL,196,USA,185,Koepke,8481043,L,Two Harbors,https://assets.nhle.com/mugs/nhl/20222023/TBL/8481043.png,Cole,20222023,Minnesota,1998-05-17,89,45,L,1998,MAY
73,TBL,192,CAN,185,de Haan,8475177,D,Carp,https://assets.nhle.com/mugs/nhl/20232024/TBL/8475177.png,Calvin,20232024,Ontario,1991-05-09,87,44,L,1991,MAY
74,TBL,200,NOR,188,Martinsen Lilleberg,8482929,D,Sarpsborg,https://assets.nhle.com/mugs/nhl/20232024/TBL/8482929.png,Emil,20232024,,2001-02-02,91,78,L,2001,FEBRUARY
70,TBL,190,USA,178,Glendening,8476822,C,Grand Rapids,https://assets.nhle.com/mugs/nhl/20232024/TBL/8476822.png,Luke,20232024,Michigan,1989-04-28,86,11,R,1989,APRIL
68,TBL,179,USA,173,Sheary,8477839,L,Winchester,https://assets.nhle.com/mugs/nhl/20232024/TBL/8477839.png,Conor,20232024,Massachusetts,1992-06-08,81,73,L,1992,JUNE
76,TBL,238,USA,193,Watson,8475766,L,Ann Arbor,https://assets.nhle.com/mugs/nhl/20232024/TBL/8475766.png,Austin,20232024,Michigan,1992-01-13,108,51,R,1992,JANUARY
77,TBL,219,SWE,196,Johansson,8477992,G,Gavle,https://assets.nhle.com/mugs/nhl/20232024/TBL/8477992.png,Jonas,20232024,,1995-09-19,99,31,L,1995,SEPTEMBER
72,STL,180,CAN,183,Arbour,8444955,D,Sudbury,https://assets.nhle.com/mugs/nhl/19671968/STL/8444955.png,Al,19671968,Ontario,1932-11-01,82,2,L,1932,NOVEMBER
71,STL,180,CAN,180,Edestrand,8446560,D,Strathroy,https://assets.nhle.com/mugs/nhl/19671968/STL/8446560.png,Darryl,19671968,Ontario,1945-11-06,82,25,L,1945,NOVEMBER
68,STL,180,CAN,173,Fortin,8446414,D,Drummondville,https://assets.nhle.com/mugs/nhl/19671968/STL/8446414.png,Ray,19671968,Quebec,1941-03-11,82,2,L,1941,MARCH
70,STL,170,CAN,178,Hucul,8446941,D,Tuberose,https://assets.nhle.com/mugs/nhl/19671968/STL/8446941.png,Fred,19671968,Saskatchewan,1931-12-04,77,11,L,1931,DECEMBER
72,STL,190,CAN,183,Kannegiesser,8447135,D,North Bay,https://assets.nhle.com/mugs/nhl/19671968/STL/8447135.png,Gord,19671968,Ontario,1945-12-21,86,22,L,1945,DECEMBER
73,STL,185,CAN,185,Picard,8448147,D,Montréal,https://assets.nhle.com/mugs/nhl/19671968/STL/8448147.png,Noel,19671968,Quebec,1938-12-25,84,4,R,1938,DECEMBER
71,STL,175,CAN,180,Plager,8448155,D,Kirkland Lake,https://assets.nhle.com/mugs/nhl/19671968/STL/8448155.png,Barclay,19671968,Ontario,1941-03-26,79,8,L,1941,MARCH
70,STL,185,CAN,178,Roberts,8448356,D,Toronto,https://assets.nhle.com/mugs/nhl/19671968/STL/8448356.png,Jimmy,19671968,Ontario,1940-04-09,84,6,R,1940,APRIL
71,STL,170,CAN,180,Talbot,8449214,D,Cap-de-la-Madeleine,https://assets.nhle.com/mugs/nhl/19671968/STL/8449214.png,Jean-Guy,19671968,Quebec,1932-07-11,77,17,L,1932,JULY
68,STL,165,CAN,173,Beaudin,8445038,R,Montmartre,https://assets.nhle.com/mugs/nhl/19671968/STL/8445038.png,Norm,19671968,Saskatchewan,1941-11-28,75,21,R,1941,NOVEMBER
72,STL,200,CAN,183,Cameron,8445313,R,Edmonton,https://assets.nhle.com/mugs/nhl/19671968/STL/8445313.png,Craig,19671968,Alberta,1945-07-19,91,19,R,1945,JULY
70,STL,178,CAN,178,Cardin,8445324,L,Sorel,https://assets.nhle.com/mugs/nhl/19671968/STL/8445324.png,Claude,19671968,Quebec,1941-02-17,81,21,L,1941,FEBRUARY
70,STL,180,CAN,178,Crisp,8445816,C,Parry Sound,https://assets.nhle.com/mugs/nhl/19671968/STL/8445816.png,Terry,19671968,Ontario,1943-05-28,82,12,L,1943,MAY
70,STL,195,CAN,178,Ecclestone,8445998,L,Toronto,https://assets.nhle.com/mugs/nhl/19671968/STL/8445998.png,Tim,19671968,Ontario,1947-09-24,88,14,R,1947,SEPTEMBER
71,STL,175,CAN,180,Keenan,8447145,L,North Bay,https://assets.nhle.com/mugs/nhl/19671968/STL/8447145.png,Larry,19671968,Ontario,1940-10-01,79,18,L,1940,OCTOBER
70,STL,165,CAN,178,Melnyk,8447837,C,Edmonton,https://assets.nhle.com/mugs/nhl/19671968/STL/8447837.png,Gerry,19671968,Alberta,1934-09-16,75,12,R,1934,SEPTEMBER
70,STL,168,CAN,178,Moore,8447886,L,Montréal,https://assets.nhle.com/mugs/nhl/19671968/STL/8447886.png,Dickie,19671968,Quebec,1931-01-06,76,12,L,1931,JANUARY
72,STL,200,CAN,183,Picard,8448148,R,Montréal,https://assets.nhle.com/mugs/nhl/19671968/STL/8448148.png,Roger,19671968,Quebec,1935-01-13,91,9,R,1935,JANUARY
71,STL,180,CAN,180,Sabourin,8448613,R,Parry Sound,https://assets.nhle.com/mugs/nhl/19671968/STL/8448613.png,Gary,19671968,Ontario,1943-12-04,82,11,R,1943,DECEMBER
71,STL,180,CAN,180,Schock,8448937,C,Chapleau,https://assets.nhle.com/mugs/nhl/19671968/STL/8448937.png,Ron,19671968,Ontario,1943-12-19,82,17,L,1943,DECEMBER
71,STL,180,CAN,180,St. Marseille,8449143,R,Levack,https://assets.nhle.com/mugs/nhl/19671968/STL/8449143.png,Frank,19671968,Ontario,1939-12-14,82,9,R,1939,DECEMBER
68,STL,165,CAN,173,Veneruzzo,8449304,L,Fort William,https://assets.nhle.com/mugs/nhl/19671968/STL/8449304.png,Gary,19671968,Ontario,1943-06-28,75,20,L,1943,JUNE
70,STL,160,CAN,178,Caley,8449848,G,Dauphin,https://assets.nhle.com/mugs/nhl/19671968/STL/8449848.png,Don,19671968,Manitoba,1945-10-09,73,1,L,1945,OCTOBER
71,STL,180,CAN,180,Hall,8449988,G,Humboldt,https://assets.nhle.com/mugs/nhl/19671968/STL/8449988.png,Glenn,19671968,Saskatchewan,1931-10-03,82,1,L,1931,OCTOBER
71,STL,180,CAN,180,Martin,8450024,G,Rossland,https://assets.nhle.com/mugs/nhl/19671968/STL/8450024.png,Seth,19671968,British Columbia,1933-05-04,82,30,L,1933,MAY
69,STL,175,CAN,175,Plager,8448157,D,Kirkland Lake,https://assets.nhle.com/mugs/nhl/19681969/STL/8448157.png,Bill,19681969,Ontario,1945-07-06,79,23,R,1945,JULY
70,STL,175,CAN,178,Dennis,8445875,C,Aurora,https://assets.nhle.com/mugs/nhl/19681969/STL/8445875.png,Norm,19681969,Ontario,1942-12-10,79,25,L,1942,DECEMBER
72,STL,175,CAN,183,Gray,8446642,R,Montréal,https://assets.nhle.com/mugs/nhl/19681969/STL/8446642.png,Terry,19681969,Quebec,1938-03-21,79,7,R,1938,MARCH
75,STL,192,CAN,191,McDonald,8447744,L,Winnipeg,https://assets.nhle.com/mugs/nhl/19681969/STL/8447744.png,Ab,19681969,Manitoba,1936-02-18,87,14,L,1936,FEBRUARY
71,STL,185,CAN,180,Stankiewicz,8449154,L,Kitchener,https://assets.nhle.com/mugs/nhl/19681969/STL/8449154.png,Myron,19681969,Ontario,1935-12-04,84,23,L,1935,DECEMBER
68,STL,160,CAN,173,Edwards,8446602,G,Toronto,https://assets.nhle.com/mugs/nhl/19681969/STL/8446602.png,Gary,19681969,Ontario,1947-10-05,73,1,L,1947,OCTOBER
68,STL,150,CAN,173,Irons,8449999,G,Toronto,https://assets.nhle.com/mugs/nhl/19681969/STL/8449999.png,Robbie,19681969,Ontario,1946-11-19,68,30,L,1946,NOVEMBER
69,STL,165,CAN,175,Ouimet,8450056,G,Noranda,https://assets.nhle.com/mugs/nhl/19681969/STL/8450056.png,Ted,19681969,Quebec,1947-07-06,75,1,L,1947,JULY
72,STL,170,CAN,183,Anderson,8444928,R,Red Deer,https://assets.nhle.com/mugs/nhl/19691970/STL/8444928.png,Ron,19691970,Alberta,1945-07-29,77,16,R,1945,JULY
68,STL,165,CAN,173,Boudrias,8445137,L,Montréal,https://assets.nhle.com/mugs/nhl/19691970/STL/8445137.png,Andre,19691970,Quebec,1943-09-19,75,18,L,1943,SEPTEMBER
75,STL,170,CAN,191,Buchanan,8445239,C,Montréal,https://assets.nhle.com/mugs/nhl/19691970/STL/8445239.png,Ron,19691970,Quebec,1944-11-15,77,27,L,1944,NOVEMBER
71,STL,170,CZE,180,Jirik,8447057,L,Vojnuv Mestec,https://assets.nhle.com/mugs/nhl/19691970/STL/8447057.png,Jaroslav,19691970,,1939-12-10,77,12,L,1939,DECEMBER
72,STL,185,CAN,183,Maki,8447592,L,Sault Ste. Marie,https://assets.nhle.com/mugs/nhl/19691970/STL/8447592.png,Wayne,19691970,Ontario,1944-11-10,84,14,L,1944,NOVEMBER
70,STL,160,CAN,178,Wakely,8452247,G,Flin Flon,https://assets.nhle.com/mugs/nhl/19691970/STL/8452247.png,Ernie,19691970,Manitoba,1940-11-27,73,31,L,1940,NOVEMBER
71,STL,195,CAN,180,Arbour,8444966,D,Niagara Falls,https://assets.nhle.com/mugs/nhl/19701971/STL/8444966.png,John,19701971,Ontario,1945-09-28,88,17,L,1945,SEPTEMBER
69,STL,180,CAN,175,Brewer,8445696,D,Toronto,https://assets.nhle.com/mugs/nhl/19701971/STL/8445696.png,Carl,19701971,Ontario,1938-10-21,82,2,L,1938,OCTOBER
72,STL,190,CAN,183,Hornung,8446916,D,Weyburn,https://assets.nhle.com/mugs/nhl/19701971/STL/8446916.png,Larry,19701971,Saskatchewan,1945-11-10,86,25,L,1945,NOVEMBER
70,STL,171,CAN,178,Wall,8449321,D,Richmond Hill,https://assets.nhle.com/mugs/nhl/19701971/STL/8449321.png,Bob,19701971,Ontario,1942-12-01,78,2,L,1942,DECEMBER
68,STL,172,CAN,173,Bordeleau,8445126,C,Noranda,https://assets.nhle.com/mugs/nhl/19701971/STL/8445126.png,Christian,19701971,Quebec,1947-09-23,78,23,L,1947,SEPTEMBER
70,STL,170,CAN,178,Connelly,8445521,C,Rouyn,https://assets.nhle.com/mugs/nhl/19701971/STL/8445521.png,Wayne,19701971,Quebec,1939-12-16,77,17,R,1939,DECEMBER
67,STL,165,CAN,170,Huck,8446933,C,Regina,https://assets.nhle.com/mugs/nhl/19701971/STL/8446933.png,Fran,19701971,Saskatchewan,1945-12-04,75,12,L,1945,DECEMBER
72,STL,174,CAN,183,Morrison,8449706,L,Toronto,https://assets.nhle.com/mugs/nhl/19701971/STL/8449706.png,George,19701971,Ontario,1948-12-24,79,10,L,1948,DECEMBER
70,STL,175,CAN,178,Selby,8448966,L,Kingston,https://assets.nhle.com/mugs/nhl/19701971/STL/8448966.png,Brit,19701971,Ontario,1945-03-27,79,10,L,1945,MARCH
70,STL,160,CAN,178,Sutherland,8449207,C,Regina,https://assets.nhle.com/mugs/nhl/19701971/STL/8449207.png,Bill,19701971,Saskatchewan,1934-11-10,73,22,L,1934,NOVEMBER
71,STL,170,CAN,180,Unger,8452086,C,Edmonton,https://assets.nhle.com/mugs/nhl/19701971/STL/8452086.png,Garry,19701971,Alberta,1947-12-07,77,7,L,1947,DECEMBER
70,STL,174,CAN,178,Plasse,8450468,G,Montréal,https://assets.nhle.com/mugs/nhl/19701971/STL/8450468.png,Michel,19701971,Quebec,1948-06-01,79,31,L,1948,JUNE
69,STL,180,CAN,175,Evans,8446736,D,Toronto,https://assets.nhle.com/mugs/nhl/19711972/STL/8446736.png,Chris,19711972,Ontario,1946-09-14,82,6,L,1946,SEPTEMBER
70,STL,185,CAN,178,Odrowski,8448049,D,Trout Creek,https://assets.nhle.com/mugs/nhl/19711972/STL/8448049.png,Gerry,19711972,Ontario,1938-10-04,84,18,L,1938,OCTOBER
68,STL,168,CAN,173,Brooks,8445704,L,Cobourg,https://assets.nhle.com/mugs/nhl/19711972/STL/8445704.png,Gord,19711972,Ontario,1950-09-11,76,10,R,1950,SEPTEMBER
72,STL,174,CAN,183,Lavender,8447339,L,Edmonton,https://assets.nhle.com/mugs/nhl/19711972/STL/8447339.png,Brian,19711972,Alberta,1947-04-20,79,16,L,1947,APRIL
73,STL,190,CAN,185,O'Shea,8448068,C,Toronto,https://assets.nhle.com/mugs/nhl/19711972/STL/8448068.png,Danny,19711972,Ontario,1945-06-15,86,11,L,1945,JUNE
74,STL,205,CAN,188,O'Shea,8448069,R,Toronto,https://assets.nhle.com/mugs/nhl/19711972/STL/8448069.png,Kevin,19711972,Ontario,1947-05-28,93,18,R,1947,MAY
70,STL,160,CAN,178,Parizeau,8450198,C,Montréal,https://assets.nhle.com/mugs/nhl/19711972/STL/8450198.png,Michel,19711972,Quebec,1948-04-09,73,7,L,1948,APRIL
73,STL,190,CAN,185,Roberto,8448353,R,Niagara Falls,https://assets.nhle.com/mugs/nhl/19711972/STL/8448353.png,Phil,19711972,Ontario,1949-01-01,86,17,R,1949,JANUARY
72,STL,180,CAN,183,Shires,8449023,L,Edmonton,https://assets.nhle.com/mugs/nhl/19711972/STL/8449023.png,Jim,19711972,Alberta,1945-11-15,82,23,L,1945,NOVEMBER
72,STL,189,CAN,183,Thomson,8451893,L,Sudbury,https://assets.nhle.com/mugs/nhl/19711972/STL/8451893.png,Floyd,19711972,Ontario,1949-06-14,86,18,L,1949,JUNE
74,STL,185,CAN,188,Caron,8445966,G,Noranda,https://assets.nhle.com/mugs/nhl/19711972/STL/8445966.png,Jacques,19711972,Quebec,1939-04-21,84,30,L,1939,APRIL
68,STL,170,CAN,173,McLeod,8450038,G,Port Arthur,https://assets.nhle.com/mugs/nhl/19711972/STL/8450038.png,Jim,19711972,Ontario,1937-04-07,77,1,L,1937,APRIL
69,STL,175,CAN,175,Stephenson,8451695,G,Fort William,https://assets.nhle.com/mugs/nhl/19711972/STL/8451695.png,Wayne,19711972,Ontario,1945-01-29,79,35,L,1945,JANUARY
72,STL,185,CAN,183,Curtis,8445834,D,Peterborough,https://assets.nhle.com/mugs/nhl/19721973/STL/8445834.png,Paul,19721973,Ontario,1947-09-29,84,6,L,1947,SEPTEMBER
73,STL,210,CAN,185,Durbano,8445965,D,Toronto,https://assets.nhle.com/mugs/nhl/19721973/STL/8445965.png,Steve,19721973,Ontario,1951-12-12,95,2,L,1951,DECEMBER
71,STL,195,CAN,180,Hamel,8447482,D,Asbestos,https://assets.nhle.com/mugs/nhl/19721973/STL/8447482.png,Jean,19721973,Quebec,1952-06-26,88,5,L,1952,JUNE
72,STL,205,CAN,183,Hughes,8446959,D,Bowmanville,https://assets.nhle.com/mugs/nhl/19721973/STL/8446959.png,Brent,19721973,Ontario,1943-06-17,93,5,L,1943,JUNE
70,STL,185,CAN,178,Madigan,8447585,D,Port Arthur,https://assets.nhle.com/mugs/nhl/19721973/STL/8447585.png,Connie,19721973,Ontario,1934-10-04,84,25,L,1934,OCTOBER
73,STL,202,CAN,185,McCord,8447710,D,Matheson,https://assets.nhle.com/mugs/nhl/19721973/STL/8447710.png,Bob,19721973,Ontario,1934-03-30,92,3,R,1934,MARCH
71,STL,175,CAN,180,Hamilton,8446687,L,Kirkland Lake,https://assets.nhle.com/mugs/nhl/19721973/STL/8446687.png,Chuck,19721973,Ontario,1939-01-18,79,20,L,1939,JANUARY
72,STL,190,CAN,183,Lafreniere,8447284,L,Montréal,https://assets.nhle.com/mugs/nhl/19721973/STL/8447284.png,Roger,19721973,Quebec,1942-07-24,86,16,L,1942,JULY
74,STL,195,CAN,188,Lampman,8447314,L,Hamilton,https://assets.nhle.com/mugs/nhl/19721973/STL/8447314.png,Mike,19721973,Ontario,1950-04-20,88,21,L,1950,APRIL
72,STL,196,CAN,183,Merrick,8449570,C,Sarnia,https://assets.nhle.com/mugs/nhl/19721973/STL/8449570.png,Wayne,19721973,Ontario,1952-04-23,89,11,L,1952,APRIL
72,STL,185,USA,183,Noris,8448032,C,Denver,https://assets.nhle.com/mugs/nhl/19721973/STL/8448032.png,Joe,19721973,Colorado,1951-10-26,84,27,R,1951,OCTOBER
73,STL,185,USA,185,Johnson,8450004,G,Farmington,https://assets.nhle.com/mugs/nhl/19721973/STL/8450004.png,Bob,19721973,Michigan,1948-11-12,84,1,L,1948,NOVEMBER
70,STL,195,CAN,178,Gassoff,8446569,D,Quesnel,https://assets.nhle.com/mugs/nhl/19731974/STL/8446569.png,Bob,19731974,British Columbia,1953-04-17,88,3,L,1953,APRIL
72,STL,190,CAN,183,Giroux,8447209,D,Weyburn,https://assets.nhle.com/mugs/nhl/19731974/STL/8447209.png,Larry,19731974,Saskatchewan,1951-08-28,86,5,R,1951,AUGUST
74,STL,183,CAN,188,Harris,8446717,D,Winnipeg,https://assets.nhle.com/mugs/nhl/19731974/STL/8446717.png,Ted,19731974,Manitoba,1936-07-18,83,10,L,1936,JULY
74,STL,190,USA,188,Patrick,8448094,D,New York City,https://assets.nhle.com/mugs/nhl/19731974/STL/8448094.png,Glenn,19731974,New York,1950-04-26,86,18,L,1950,APRIL
69,STL,175,CAN,175,Watson,8449367,D,Bancroft,https://assets.nhle.com/mugs/nhl/19731974/STL/8449367.png,Bryan,19731974,Ontario,1942-11-14,79,18,R,1942,NOVEMBER
71,STL,192,CAN,180,Bailey,8444997,L,Lloydminster,https://assets.nhle.com/mugs/nhl/19731974/STL/8444997.png,Garnet,19731974,Saskatchewan,1948-06-13,87,14,L,1948,JUNE
69,STL,170,USA,175,Collyard,8445507,C,Hibbing,https://assets.nhle.com/mugs/nhl/19731974/STL/8445507.png,Bob,19731974,Minnesota,1949-10-16,77,12,L,1949,OCTOBER
74,STL,185,CAN,188,Forey,8446347,L,Montréal,https://assets.nhle.com/mugs/nhl/19731974/STL/8446347.png,Connie,19731974,Quebec,1950-10-18,84,19,L,1950,OCTOBER
72,STL,185,CAN,183,Gardner,8447042,C,Toronto,https://assets.nhle.com/mugs/nhl/19731974/STL/8447042.png,Dave,19731974,Ontario,1952-08-23,84,7,R,1952,AUGUST
72,STL,195,POL,183,Harbaruk,8446696,R,Drohiczyn,https://assets.nhle.com/mugs/nhl/19731974/STL/8446696.png,Nick,19731974,,1943-08-16,88,11,R,1943,AUGUST
74,STL,195,CAN,188,Kelly,8448434,R,Fort William,https://assets.nhle.com/mugs/nhl/19731974/STL/8448434.png,Bob,19731974,Ontario,1946-06-06,88,25,L,1946,JUNE
71,STL,190,CAN,180,MacNeil,8447581,L,Sudbury,https://assets.nhle.com/mugs/nhl/19731974/STL/8447581.png,Bernie,19731974,Ontario,1950-03-07,86,21,L,1950,MARCH
75,STL,216,CAN,191,Spring,8449139,R,Cranbrook,https://assets.nhle.com/mugs/nhl/19731974/STL/8449139.png,Frank,19731974,British Columbia,1949-10-19,98,14,R,1949,OCTOBER
70,STL,198,CAN,178,Wensink,8452368,L,Cornwall,https://assets.nhle.com/mugs/nhl/19731974/STL/8452368.png,John,19731974,Ontario,1953-04-01,90,18,L,1953,APRIL
71,STL,195,USA,180,Williams,8449486,R,Duluth,https://assets.nhle.com/mugs/nhl/19731974/STL/8449486.png,Butch,19731974,Minnesota,1952-09-11,88,12,R,1952,SEPTEMBER
71,STL,175,CAN,180,Wright,8449604,C,Toronto,https://assets.nhle.com/mugs/nhl/19731974/STL/8449604.png,John,19731974,Ontario,1948-11-09,79,17,R,1948,NOVEMBER
71,STL,180,USA,180,Watt,8450146,G,Duluth,https://assets.nhle.com/mugs/nhl/19731974/STL/8450146.png,Jim,19731974,Minnesota,1950-05-11,82,31,L,1950,MAY
72,STL,190,CAN,183,Affleck,8444905,D,Salmon Arm,https://assets.nhle.com/mugs/nhl/19741975/STL/8444905.png,Bruce,19741975,British Columbia,1954-05-05,86,4,L,1954,MAY
73,STL,180,USA,185,Buynak,8445813,D,Detroit,https://assets.nhle.com/mugs/nhl/19741975/STL/8445813.png,Gord,19741975,Michigan,1954-03-19,82,4,L,1954,MARCH
71,STL,180,CAN,180,Hess,8447757,D,Middleton,https://assets.nhle.com/mugs/nhl/19741975/STL/8447757.png,Bob,19741975,Nova Scotia,1955-05-19,82,23,L,1955,MAY
73,STL,210,CAN,185,McCrimmon,8447737,D,Ponoka,https://assets.nhle.com/mugs/nhl/19741975/STL/8447737.png,Jim,19741975,Alberta,1953-05-29,95,24,R,1953,MAY
74,STL,185,USA,188,Wheldon,8449388,D,Falmouth,https://assets.nhle.com/mugs/nhl/19741975/STL/8449388.png,Don,19741975,Massachusetts,1954-12-28,84,25,R,1954,DECEMBER
69,STL,180,CAN,175,Borotsik,8445605,L,Brandon,https://assets.nhle.com/mugs/nhl/19741975/STL/8445605.png,Jack,19741975,Manitoba,1949-11-26,82,12,L,1949,NOVEMBER
73,STL,200,CAN,185,Dupere,8445964,L,Jonquiere,https://assets.nhle.com/mugs/nhl/19741975/STL/8445964.png,Denis,19741975,Quebec,1948-06-21,91,15,L,1948,JUNE
72,STL,175,USA,183,Gilbertson,8446586,L,Duluth,https://assets.nhle.com/mugs/nhl/19741975/STL/8446586.png,Stan,19741975,Minnesota,1944-10-29,79,10,L,1944,OCTOBER
70,STL,180,CAN,178,Kuntz,8447251,L,Ottawa,https://assets.nhle.com/mugs/nhl/19741975/STL/8447251.png,Murray,19741975,Ontario,1945-12-19,82,9,L,1945,DECEMBER
72,STL,180,CAN,183,Larose,8447330,R,Hearst,https://assets.nhle.com/mugs/nhl/19741975/STL/8447330.png,Claude,19741975,Ontario,1942-03-02,82,12,R,1942,MARCH
